"Year","Gender","Age at diagnosis","Geography type","Geography code","Geography name ","Deprivation","Stage","NDRS main","NDRS detailed","Count","Type of rate","Rate","95% lower confidence interval","95% upper confidence interval","Flag"
2017,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Oesophagus","Oesophagus - overlapping lesion and unspecified","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Oesophagus","Oesophagus - overlapping lesion and unspecified","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Oesophagus","Oesophagus - overlapping lesion and unspecified","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Oesophagus","Oesophagus - overlapping lesion and unspecified","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Oesophagus","Oesophagus - overlapping lesion and unspecified","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Oesophagus","Oesophagus - overlapping lesion and unspecified","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Oesophagus","Oesophagus lower third","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Oesophagus","Oesophagus lower third","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Oesophagus","Oesophagus lower third","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Oesophagus","Oesophagus lower third","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Oesophagus","Oesophagus lower third","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Oesophagus","Oesophagus lower third","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Oesophagus","Oesophagus lower third","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Oesophagus","Oesophagus lower third","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Oesophagus","Oesophagus lower third","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Oesophagus","Oesophagus lower third","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Oesophagus","Oesophagus upper and middle third","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Oesophagus","Oesophagus upper and middle third","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Oesophagus","Oesophagus upper and middle third","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Oesophagus","Oesophagus upper and middle third","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Oesophagus","Oesophagus upper and middle third","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Oesophagus","Oesophagus upper and middle third","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Oesophagus","Oesophagus upper and middle third","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Oesophagus","Oesophagus upper and middle third","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Oesophagus","Oesophagus upper and middle third","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Oesophagus","Oesophagus upper and middle third","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Other malignant","All Other malignant","2","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Other malignant","All Other malignant","3","Age-specific","0.2","0","0.6",NA
2015,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Other malignant","All Other malignant","8","Age-specific","0.6","0.2","1.1",NA
2016,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Other malignant","All Other malignant","1","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Other malignant","All Other malignant","1","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Other malignant","All Other malignant","2","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Other malignant","All Other malignant","2","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Other malignant","All Other malignant","2","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Other malignant","All Other malignant","2","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Other malignant","All Other malignant","1","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Other malignant","Other and ill-defined digestive organs","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Other malignant","Other and ill-defined digestive organs","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Other malignant","Other and ill-defined digestive organs","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Other malignant","Other and ill-defined digestive organs","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Other malignant","Other and ill-defined digestive organs","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Other malignant","Other and ill-defined digestive organs","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Other malignant","Other and ill-defined digestive organs","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Other malignant","Other and ill-defined digestive organs","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Other malignant","Other and ill-defined digestive organs","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Other malignant","Other and ill-defined digestive organs","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Other malignant","Other and ill-defined sites","2","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Other malignant","Other and ill-defined sites","3","Age-specific","0.2","0","0.6",NA
2015,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Other malignant","Other and ill-defined sites","7","Age-specific","0.5","0.2","1",NA
2016,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Other malignant","Other and ill-defined sites","1","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Other malignant","Other and ill-defined sites","1","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Other malignant","Other and ill-defined sites","2","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Other malignant","Other and ill-defined sites","2","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Other malignant","Other and ill-defined sites","2","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Other malignant","Other and ill-defined sites","2","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Other malignant","Other and ill-defined sites","1","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Other malignant","Placenta","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Other malignant","Placenta","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Other malignant","Placenta","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Other malignant","Placenta","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Other malignant","Placenta","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Other malignant","Placenta","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Other malignant","Placenta","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Other malignant","Placenta","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Other malignant","Placenta","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Other malignant","Placenta","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Other malignant","Spermatic cord and related tumours","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Other malignant","Spermatic cord and related tumours","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Other malignant","Spermatic cord and related tumours","1","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Other malignant","Spermatic cord and related tumours","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Other malignant","Spermatic cord and related tumours","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Other malignant","Spermatic cord and related tumours","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Other malignant","Spermatic cord and related tumours","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Other malignant","Spermatic cord and related tumours","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Other malignant","Spermatic cord and related tumours","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Other malignant","Spermatic cord and related tumours","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Pancreas","All Pancreas","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Males","01 to 04","England","E92000001","England","All quintiles","All stages","Pancreas","All Pancreas","0","Age-specific","[u]","[u]","[u]","[note2]"
